,text,Created at,target,Likes,Retweets,lang,geo,Hashtags
226,"@OficialEdesur Tercer día sin luz en Almagro, al menos pueden dar una respuesta por alguna vía de comunicación?? Te dicen que se contactan por privado y no gestionan absolutamente nada!! #cortedeluz #almagro",2022-06-25 2:28:13,1,0,0,es,"Buenos Aires, Argentina","['cortedeluz', 'almagro']"
227,"#cortedeluz en #puentealto
@CGE_Clientes",2022-06-24 23:29:05,1,2,0,und,,"['cortedeluz', 'puentealto']"
228,RT @SEC_cl: ⚠️Si eres una o uno de los afectados por el #CortedeLuz en #PuertoMontt haz tu reclamo en la empresa o en 👉https://t.co/MYKZoN5…,2022-06-24 20:31:12,1,0,1,es,,"['CortedeLuz', 'PuertoMontt']"
229,⚠️Si eres una o uno de los afectados por el #CortedeLuz en #Quilleco haz tu reclamo en la empresa o en 👉https://t.co/MYKZoN5lBp https://t.co/9qJJAtmbNO,2022-06-24 18:11:43,1,0,0,es,"Santiago, Chile","['CortedeLuz', 'Quilleco']"
230,⚠️Si eres una o uno de los afectados por el #CortedeLuz en #PuertoMontt haz tu reclamo en la empresa o en 👉https://t.co/MYKZoN5lBp https://t.co/fhV3VFDOUI,2022-06-24 18:10:59,1,0,1,es,"Santiago, Chile","['CortedeLuz', 'PuertoMontt']"
231,"RT @guillermomunozi: @CGE_Clientes Hola!!! Sin luz en la comuna de el Bosque
#SinLuz 
#CorteDeLuz 
#elbosque",2022-06-24 16:39:12,1,0,1,es,,"['SinLuz', 'CorteDeLuz', 'elbosque']"
232,"@CGE_Clientes Hola!!! Sin luz en la comuna de el Bosque
#SinLuz 
#CorteDeLuz 
#elbosque",2022-06-24 15:55:24,1,2,1,es,De Arica a Magallanes,"['SinLuz', 'CorteDeLuz', 'elbosque']"
233,"Un #CorteDeLuz por causa de una avería que se ha prolongado durante la tarde, ha obligado a instalar un grupo electrógeno para dar servicio a 500 abonados. 

https://t.co/JvFbhXIhRG https://t.co/KyXT02MZRM",2022-06-24 14:56:17,1,0,0,es,Spain,['CorteDeLuz']
234,"RT @221NOTICIAS: #CorteDeLuz | En la tarde de ayer, al rededor de las 18:30 hs. se produjo la salida de servicio de la red de energía de Ed…",2022-06-24 14:50:28,1,0,1,es,Quilmes,['CorteDeLuz']
235,"@grdquillota @laestrelladeqta @muniquillota @QuillotaFM @eo_enlinea #CortedeEnergia #CorteDeLuz @Chilquinta600 
Más de 24 horas sin suministro eléctrico en sector #Mayaca y solo respuesta de que están trabajando y no veo a nadie solo un cartel de no operar https://t.co/76Vxk2zVBr",2022-06-24 14:48:48,1,0,0,es,Valparaiso,"['CortedeEnergia', 'CorteDeLuz', 'Mayaca']"
236,"⚠️Atención #Ahora 🚦Semáforos de Av Bolivia altura rotonda Salta Polo Club sin funcionar (corte programado de energía)

🛑 Reducir la velocidad en el lugar  ▶️Dar paso a quien corresponda.

#saltaciudad #transito #semaforo #Salta #cortedeluz
@salta_transito https://t.co/0F5y1Hf73w",2022-06-24 14:40:35,1,0,0,es,Salta,"['Ahora', 'saltaciudad', 'transito', 'semaforo', 'Salta', 'cortedeluz']"
237,RT @SEC_cl: ⚠️ Recuerda que ante un #CortedeLuz puedes ingresar un reclamo directo desde tu celular🤳en https://t.co/MYKZoN5lBp https://t.co…,2022-06-24 13:22:57,1,0,7,es,,['CortedeLuz']
238,"45 horas sin luz, @OficialEdesur ¿me van a seguir respondiendo con un disquito y cambiándome los números de reclamo? Cliente 04440369 #Edesur #CortedeEnergia #CorteEdesur #CorteDeLuz",2022-06-24 12:52:07,1,2,1,es,,"['Edesur', 'CortedeEnergia', 'CorteEdesur', 'CorteDeLuz']"
239,"#CorteDeLuz | En la tarde de ayer, al rededor de las 18:30 hs. se produjo la salida de servicio de la red de energía de Edelap, afectando las zonas de San Carlos, Melchor Romero, La Cumbre, La Granja y La Loma entre otras. Hoy a las 07.30 hs se restableció 100% el servicio. https://t.co/Ge7tQ97RiN",2022-06-24 12:47:31,1,0,1,es,"La Plata, Argentina",['CorteDeLuz']
240,"RT @comunalapintana: RT @efernandez_leon: 🔌⚡️En menos de 24 horas en #LaFlorida ya lleva alrededor de 6 cortes de energía eléctrica, ¿que p…",2022-06-24 11:43:38,1,0,1,es,,['LaFlorida']
241,¡Atención! Desde hoy hasta el domingo habrá corte de luz en Lima: conoce los distritos y horarios https://t.co/dy6Yb9lGhU #Cortedeluz #Apagón #Enel #Lima https://t.co/Mw8Ag6icKP,2022-06-24 11:14:34,1,0,0,es,"Lima, Peru","['Cortedeluz', 'Apagón', 'Enel', 'Lima']"
242,"43 horas sin luz, @OficialEdesur, y me cambian el número de reclamo para que no pasen las 36 horas. TENGO TODO TEGISTRADO. Voy a hacer que todo el barrio gestione indemnización en el ENRE. Cliente cautiva 04440369 #EDESUR #CorteDeEnergía #CorteDeLuz",2022-06-24 10:55:07,1,1,0,es,,"['EDESUR', 'CorteDeEnergía', 'CorteDeLuz']"
243,"RT @Samuel55824726: @EnelClientesCL Villa San Esteban Santa Raquel con San José la estrella. La Florida #SinLuz #CortedeLuz #VillaSanEsteban #LaFlorida @elquillayino 
Den la luz luego que quiero ver el partido de @ColoColo",2022-06-24 7:53:04,1,0,0,es,"La Pintana, Chile","['SinLuz', 'CortedeLuz', 'VillaSanEsteban', 'LaFlorida']"
244,"RT @efernandez_leon: 🔌⚡️En menos de 24 horas en #LaFlorida ya lleva alrededor de 6 cortes de energía eléctrica, ¿que pasará con nuestros artefactos eléctricos y su deterioro? @EnelClientesCL es impresentable las constantes fallas @SERNAC #CortedeLuz",2022-06-24 7:53:03,1,1,1,es,"La Pintana, Chile","['LaFlorida', 'CortedeLuz']"
245,"RT @RNEAraucania: #COLLIPULLI #CorteDeLuz por líneas cortadas sectores Villa Curaco, Santa Julia, Amargo, Pemehue y rurales aledaños. Perso…",2022-06-24 6:14:57,1,0,1,es,,"['COLLIPULLI', 'CorteDeLuz']"
246,"RT @ArminMora7: @CGE_Energia @CGE_Clientes 
Han pasado 12 horas sin el pésimo servicio que uds. ofrecen. Indicando horas concretas de soluc…",2022-06-24 5:40:38,1,0,1,es,,[]
247,"#FRUTILLAR 
#CortedeLuz
@saesa

Corte de luz, sector de Calle Lago Llanquihue, Población Padre Hurtado.
#FRUTILLAR https://t.co/5NzGsvdZ9l",2022-06-24 2:38:01,1,0,0,es,"Frutillar, Chile","['FRUTILLAR', 'CortedeLuz', 'FRUTILLAR']"
248,"@Chilquinta600 @Chilquinta
Repongan el servicio de luz en quintero!! Desde la madrugada sin luz y aún no reponen el servicio!!! #ChilquintaInforma #chilquinta #CorteDeLuz #Quintero #SinLuz #pesimoservicio #CorteDeEnergia",2022-06-24 1:43:47,1,0,0,es,"Santiago, Chile","['ChilquintaInforma', 'chilquinta', 'CorteDeLuz', 'Quintero', 'SinLuz', 'pesimoservicio', 'CorteDeEnergia']"
249,"Apagón en La Plata: “El servicio recién volvería antes de la medianoche”
#cortedeluz #edelap #laplata
https://t.co/OHJ6j0Zang",2022-06-24 0:24:48,1,1,0,es,"La Plata, Argentina","['cortedeluz', 'edelap', 'laplata']"
250,"RT @Coyhaique_Datos: ⚠️ Recuerda que ante un #CortedeLuz puedes ingresar un reclamo directo desde tu celular🤳en https://t.co/2StEabTkVo

#C…",2022-06-24 0:04:22,1,0,5,es,"Coyhaique, Chile",['CortedeLuz']
251,"RT @Coyhaique_Datos: ⚠️ Recuerda que ante un #CortedeLuz puedes ingresar un reclamo directo desde tu celular🤳en https://t.co/2StEabTkVo

#C…",2022-06-23 23:56:19,1,0,5,es,"Coyhaique, Patagonia Chilena.",['CortedeLuz']
252,RT @caro_pop171: @OficialEdesur necesitamos una solución seria lxs vecinxs de la zona de villa crespo (Av. Corrientes y Estado de Israel).…,2022-06-23 23:49:19,1,0,1,es,,[]
253,RT @carcal01: @MilagroAguerre @OficialEdesur @DefensoriaCABA nadie hace nada. Almagro sin luz otra vez. Reclamo Edesur 22065660313 reclamo…,2022-06-23 23:42:56,1,0,4,es,Argentina,[]
254,"Otro día más sin luz en Ezeiza !! Que pasa????? @OficialEdesur @ezeizamunicipio 
#CorteDeLuz",2022-06-23 23:25:06,1,0,0,es,,['CorteDeLuz']
255,@Chilquinta @Chilquinta600 aún sin respuesta mandé DM q pasa? #cortedeluz #sinluz #sinenergia @sitiodelsuceso @reddeemergencia @DPPMargaMarga @radio_festival #deberdeinformar @quilpueciudad https://t.co/4F7AC6uLLE,2022-06-23 22:59:13,1,0,0,es,Chile,"['cortedeluz', 'sinluz', 'sinenergia', 'deberdeinformar']"
256,RT @carcal01: @MilagroAguerre @OficialEdesur @DefensoriaCABA nadie hace nada. Almagro sin luz otra vez. Reclamo Edesur 22065660313 reclamo…,2022-06-23 22:03:52,1,0,4,es,,[]
257,"#COLLIPULLI #CorteDeLuz por líneas cortadas sectores Villa Curaco, Santa Julia, Amargo, Pemehue y rurales aledaños. Personal @Frontel_ ya trabajando 

@RNEAraucania https://t.co/VA7TT84sfQ https://t.co/BZn9aXxYi6",2022-06-23 21:51:34,1,0,1,es,"Temuco, región de La Araucanía","['COLLIPULLI', 'CorteDeLuz']"
258,"Hola, ¿Que tal, @OficialEdesur, cómo andan? Yo, acá, sin suministro desde hace 29 horitas y ninguna respuesta de su parte. Encima con el disquito me cambian el número de reclamo como si el anterior se hubiera solucionado. ¡Inviertan!  #CorteDeLuz  #devuelvanLaLuz #EDESUR",2022-06-23 21:42:22,1,2,0,es,,"['CorteDeLuz', 'devuelvanLaLuz', 'EDESUR']"
259,RT @SEC_cl: ⚠️ Recuerda que ante un #CortedeLuz puedes ingresar un reclamo directo desde tu celular🤳en https://t.co/MYKZoN5lBp https://t.co…,2022-06-23 21:35:51,1,0,7,es,Comuna Estación Central,['CortedeLuz']
260,"@tabarefernandez @CFKArgentina @Indio_Solari_ok @virusolari y si nos dan luz? El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur  @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 20:45:33,1,0,0,es,,"['EDESUR', 'CorteDeLuz']"
261,"@MindefArg @JorgeTaiana @AmbienteNacion @juancabandie Che ministros no lo vieron al ministro de Energia?digo porque estamos sin luz. El @ENRE_ARG No hace nada Almagro sin luz otra vez 
Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 20:43:25,1,0,0,es,,"['EDESUR', 'CorteDeLuz']"
262,"@FilmusDaniel @ferpeirano @GerardoMorales que bueno, y si nos dan la luz que cortaron? El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 20:39:08,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
263,"@TorVio @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 20:32:57,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
264,"@Axtorazo @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia. Adios PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 20:31:58,1,0,0,es,,"['EDESUR', 'CorteDeLuz']"
265,"@FrenteDeTodos sin luz como hacen? El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur  @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 20:30:29,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
266,"@OficialEdesur necesitamos una solución seria lxs vecinxs de la zona de villa crespo (Av. Corrientes y Estado de Israel). Ya tuvimos como 6 cortes de luz en el transcurso de 1 mes. 
#cortedeluz #villacrespo #edesur https://t.co/ulkkipLDlx",2022-06-23 20:24:12,1,2,1,es,,"['cortedeluz', 'villacrespo', 'edesur']"
267,En Ñuñoa alguien con #CorteDeLuz?,2022-06-23 20:07:26,1,3,0,es,,['CorteDeLuz']
268,Se corto la luz en la comuna el bosque #cortedeluz @EnelClientesCL ... alguien sabe que pasa ??,2022-06-23 19:54:45,1,0,0,es,,['cortedeluz']
269,"RT @elquillayino: Otro #CortedeLuz afecta a #LaFlorida 
Reporten situación en sus barrios",2022-06-23 19:36:14,1,0,2,es,,"['CortedeLuz', 'LaFlorida']"
270,RT @SEC_cl: ⚠️ Recuerda que ante un #CortedeLuz puedes ingresar un reclamo directo desde tu celular🤳en https://t.co/MYKZoN5lBp https://t.co…,2022-06-23 19:28:51,1,0,7,es,"Santiago , Chile",['CortedeLuz']
271,RT @SEC_cl: ⚠️A esta hora se registran 133.024 clientes sin suministro eléctrico en el país. Nos encontramos monitoreando la reposición del…,2022-06-23 19:28:17,1,0,5,es,"Santiago , Chile",[]
272,@alondragarridoc @EnelClientesCL #CorteDeLuz 👊💥🤔 https://t.co/2FASY2AH7E,2022-06-23 19:28:11,1,1,0,und,"Santiago , Chile",['CorteDeLuz']
273,"RT @Coyhaique_Datos: ⚠️ Recuerda que ante un #CortedeLuz puedes ingresar un reclamo directo desde tu celular🤳en https://t.co/2StEabTkVo

#C…",2022-06-23 19:27:22,1,0,5,es,"Santiago , Chile",['CortedeLuz']
274,"14:40 23/06/2022 @CGE_Clientes 
Corte de energía eléctrica en la localidad de Putú (Constitución, región del Maule)
@reddeemergencia #CorteDeLuz #CorteDeEnergía #Putú #Maule #CGE #SistemaFrontal",2022-06-23 19:14:14,1,0,0,es,Chile,"['CorteDeLuz', 'CorteDeEnergía', 'Putú', 'Maule', 'CGE', 'SistemaFrontal']"
275,"No tenes huevos ALberto @alferdez  para sacarte la concesión a Edesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
@OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 19:10:05,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
276,"@LilianaPaolini @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 19:07:03,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
277,"@OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 19:06:40,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
278,Pais de inoperantes políticos y empresas con dueños amigos. Culpables @ENRE_ARG @DefensoriaCABA PRESIDENTE @alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli y todos sus súbditos... https://t.co/uzaaSbJw9N,2022-06-23 19:04:19,1,2,1,es,,"['EDESUR', 'CorteDeLuz']"
279,"El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 19:02:55,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
280,"Reza para no moramos de frio. Ya ni dios nos ayuda. El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
PRESIDENTE que no nos ayuda
@alferdez @OficialEdesur @CFKArgentina #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 19:00:45,1,1,0,es,,['CorteDeLuz']
281,"RT @carcal01: @fedgaston @OficialEdesur EL @ENRE_ARG No hace nada @DefensoriaCABA nadie hace nada. Almagro sin luz otra vez. 
Reclamo Edesu…",2022-06-23 18:54:06,1,0,1,es,Lanus Buenos Aires,[]
282,"@danielscioli como vas a hacer para producir sin energía? 
El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
PRESIDENTE haga algo 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar (vergüenza esta secretaria)",2022-06-23 18:50:50,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
283,"@leon10284 @OficialEdesur Esta todo cortado.. 
El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar",2022-06-23 18:49:35,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
284,RT @Samuel55824726: @EnelClientesCL Villa San Esteban Santa Raquel con San José la estrella. La Florida #SinLuz #CortedeLuz #VillaSanEsteba…,2022-06-23 18:28:42,1,0,1,es,la florida,"['SinLuz', 'CortedeLuz']"
285,⚠️Si eres una o uno de los afectados por el #CortedeLuz en #Ñuñoa haz tu reclamo en la empresa o en 👉https://t.co/MYKZoN5lBp https://t.co/O9qytofYE6,2022-06-23 18:21:10,1,7,2,es,"Santiago, Chile","['CortedeLuz', 'Ñuñoa']"
286,"@jorgeferraresi @TV_Publica y tienen luz? @alferdez El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia 
@OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 18:18:11,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
287,"@soyranka @OficialEdesur @ENRE_ARG @DefensoriaCABA @alferdez @horaciorlarreta @CFKArgentina @gcba @Energia_Ar Estos son los responsables @ENRE_ARG @DefensoriaCABA 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 18:15:18,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
288,"@Weathernow1000 El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 18:12:50,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
289,"@kainanchan @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 18:12:32,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
290,"RT @Coyhaique_Datos: ⚠️ Recuerda que ante un #CortedeLuz puedes ingresar un reclamo directo desde tu celular🤳en https://t.co/2StEabTkVo

#C…",2022-06-23 18:12:24,1,0,5,es,,['CortedeLuz']
291,"@EnelClientesCL Villa San Esteban Santa Raquel con San José la estrella. La Florida #SinLuz #CortedeLuz #VillaSanEsteban #LaFlorida @elquillayino 
Den la luz luego que quiero ver el partido de @ColoColo",2022-06-23 18:10:55,1,1,1,es,,"['SinLuz', 'CortedeLuz', 'VillaSanEsteban', 'LaFlorida']"
292,@EnelClientesCL #CortedeLuz en sector Talinay La Reina,2022-06-23 18:08:17,1,0,0,es,"La Reina, Chile",['CortedeLuz']
293,"@paocupello @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 18:05:16,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
294,"PRESIDENTE @alferdez Sacale  concesión a Edesur. 
El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
@OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 18:03:50,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
295,"@SantiSantha @LucasBalcells @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:58:28,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
296,"@gagonza47 @OficialEdesur @ENRE_ARG El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:58:13,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
297,"@CFKArgentina @PJZurro El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:55:08,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
298,"@horaciorlarreta hace algo. El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @CFKArgentina #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:53:51,1,1,0,es,,['CorteDeLuz']
299,"Otro #CortedeLuz afecta a #LaFlorida 
Reporten situación en sus barrios",2022-06-23 17:53:23,1,0,0,es,"La Pintana, Chile","['CortedeLuz', 'LaFlorida']"
300,"@silvilapetro @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:51:48,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
301,RT @SEC_cl: ⚠️A esta hora se registran 133.024 clientes sin suministro eléctrico en el país. Nos encontramos monitoreando la reposición del…,2022-06-23 17:51:38,1,0,5,es,,[]
302,"@FerConfe El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:51:25,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
303,"@sanmar44561 @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:50:47,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
304,"@Peroniasgirl @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:50:31,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
305,"@fabianacalella @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:50:06,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
306,"@kuromicss @OficialEdesur El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:49:42,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
307,Oye @Edelaysen Traten de Agradar #Coyhaique #CortedeLuz #CorteDeEnergia,2022-06-23 17:48:53,1,1,0,es,Coyhaique - Patagonia,"['Coyhaique', 'CortedeLuz', 'CorteDeEnergia']"
308,"Saque el enchufe y hechele un choco corto de leña a la de pelet y se acabo el problema #Coyhaique 
#SigameParaMasConsejos 
#CortedeLuz",2022-06-23 17:48:03,1,2,0,es,Coyhaique - Patagonia,"['Coyhaique', 'SigameParaMasConsejos', 'CortedeLuz']"
309,"RT @Coyhaique_Datos: ⚠️ Recuerda que ante un #CortedeLuz puedes ingresar un reclamo directo desde tu celular🤳en https://t.co/2StEabTkVo

#C…",2022-06-23 17:40:30,1,0,5,es,"Coyhaique, región Aysén, Chile",['CortedeLuz']
310,"El @ENRE_ARG No hace nada @DefensoriaCABA menos. Almagro sin luz otra vez. 
Reclamo Edesur 22065660313 reclamo enre 4797982. Mas de un mes de inoperancia PRESIDENTE 
@alferdez @OficialEdesur @horaciorlarreta @CFKArgentina #EDESUR #CorteDeLuz @gcba @Energia_Ar @danielscioli",2022-06-23 17:35:16,1,1,0,es,,"['EDESUR', 'CorteDeLuz']"
311,RT @tontilocuencias: Gobierno de Aragón: No destruyan el valle de Canal Roya por la ampliación de las estaciones de esquí. - ¡Firma la peti…,2022-07-03 14:31:50,0,0,12,es,,[]
312,No le quiten el título a Christian Fernando Cortés Pérez - Sign the Petition! https://t.co/HWVxFJXXHx vía @Change,2022-07-03 14:25:31,0,0,0,es,Lima - Peru,[]
